Booking_ID,Hotel_Area,Hotel_Tier,Room_Type,Check_In,Check_Out,Nights,Rooms,ADR_INR,Booking_Status,Booking_Channel,Customer_Type,Estimated_Occupancy,Booking_Revenue_INR
DELJUL26-03910,Rohini,Budget,Deluxe,2026-07-18,2026-07-19,1,2,1238,Completed,Goibibo,Family,0.656,2475
DELJUL26-03911,Karol Bagh,Budget,Standard,2026-07-14,2026-07-19,5,2,1109,Confirmed,MakeMyTrip,Family,0.668,11092
DELJUL26-03912,Rohini,Budget,Standard,2026-07-28,2026-07-31,3,1,2057,Confirmed,Goibibo,Family,0.575,6170
DELJUL26-03913,Connaught Place,Upscale,Deluxe,2026-07-14,2026-07-15,1,2,10368,Completed,Booking.com,Business,0.4,20736
DELJUL26-03914,Dwarka,Midscale,Premium,2026-07-12,2026-07-15,3,2,5720,Completed,Direct,Family,0.445,34318
DELJUL26-03915,Greater Kailash,Luxury,Standard,2026-07-17,2026-07-20,3,3,13461,Confirmed,Goibibo,Group,0.785,121145
DELJUL26-03916,Aerocity,Midscale,Deluxe,2026-07-29,2026-08-01,3,3,8313,Completed,Agoda,Leisure,0.836,74817
DELJUL26-03917,Aerocity,Upscale,Deluxe,2026-07-27,2026-07-31,4,3,13012,Confirmed,Booking.com,Leisure,0.587,156144
DELJUL26-03918,Lajpat Nagar,Midscale,Deluxe,2026-07-22,2026-07-23,1,1,3277,Confirmed,Direct,Leisure,0.548,3277
DELJUL26-03919,Aerocity,Upscale,Premium,2026-07-03,2026-07-05,2,1,16245,Completed,Goibibo,Couple,0.715,32489
DELJUL26-03920,South Delhi,Luxury,Deluxe,2026-07-10,2026-07-14,4,1,13905,Confirmed,MakeMyTrip,Business,0.363,55620
DELJUL26-03921,Rohini,Midscale,Standard,2026-07-01,2026-07-06,5,2,2923,Confirmed,Walk-in,Leisure,0.692,29231
DELJUL26-03922,South Delhi,Budget,Premium,2026-07-03,2026-07-05,2,3,4048,Completed,MakeMyTrip,Business,0.631,24286
DELJUL26-03923,Saket,Midscale,Deluxe,2026-07-26,2026-07-29,3,1,7071,Cancelled,MakeMyTrip,Business,0.615,0
DELJUL26-03924,Saket,Budget,Deluxe,2026-07-26,2026-07-31,5,3,4055,Confirmed,Goibibo,Leisure,0.351,60827
DELJUL26-03925,South Delhi,Budget,Deluxe,2026-07-04,2026-07-08,4,2,2597,Cancelled,Walk-in,Couple,0.916,0
DELJUL26-03926,Dwarka,Midscale,Standard,2026-07-15,2026-07-17,2,3,2014,Completed,Agoda,Leisure,0.454,12082
DELJUL26-03927,Dwarka,Upscale,Standard,2026-07-09,2026-07-12,3,1,3254,Completed,Goibibo,Group,0.418,9763
DELJUL26-03928,Connaught Place,Budget,Deluxe,2026-07-03,2026-07-04,1,1,3449,Confirmed,Agoda,Group,0.582,3449
DELJUL26-03929,South Delhi,Budget,Standard,2026-07-12,2026-07-15,3,2,3207,Confirmed,Agoda,Group,0.817,19239
DELJUL26-03930,Greater Kailash,Upscale,Standard,2026-07-04,2026-07-07,3,2,5413,Cancelled,Goibibo,Business,0.809,0
DELJUL26-03931,Greater Kailash,Budget,Deluxe,2026-07-23,2026-07-24,1,2,3586,Completed,Booking.com,Business,0.657,7173
DELJUL26-03932,Aerocity,Budget,Standard,2026-07-30,2026-08-01,2,2,4873,Completed,Direct,Group,0.68,19493
DELJUL26-03933,Greater Kailash,Midscale,Deluxe,2026-07-14,2026-07-19,5,2,4998,Confirmed,Goibibo,Couple,0.623,49982
DELJUL26-03934,Greater Kailash,Upscale,Standard,2026-07-08,2026-07-12,4,2,12993,Completed,Agoda,Family,0.365,103947
DELJUL26-03935,Connaught Place,Midscale,Deluxe,2026-07-16,2026-07-19,3,1,7560,Completed,MakeMyTrip,Group,0.517,22679
DELJUL26-03936,Lajpat Nagar,Midscale,Standard,2026-07-30,2026-08-01,2,3,3895,Confirmed,MakeMyTrip,Leisure,0.583,23372
DELJUL26-03937,Dwarka,Economy,Deluxe,2026-07-05,2026-07-06,1,1,2757,Confirmed,MakeMyTrip,Family,0.683,2757
DELJUL26-03938,Saket,Budget,Deluxe,2026-07-22,2026-07-25,3,3,3140,Completed,Goibibo,Leisure,0.745,28256
DELJUL26-03939,Greater Kailash,Upscale,Standard,2026-07-03,2026-07-06,3,2,11115,Completed,Agoda,Couple,0.943,66687
DELJUL26-03940,Dwarka,Upscale,Suite,2026-07-10,2026-07-11,1,1,5106,Confirmed,MakeMyTrip,Business,0.654,5106
DELJUL26-03941,Dwarka,Economy,Standard,2026-07-14,2026-07-19,5,1,2593,Confirmed,Goibibo,Leisure,0.753,12966
DELJUL26-03942,Paharganj,Economy,Standard,2026-07-12,2026-07-15,3,3,3030,Completed,MakeMyTrip,Business,0.926,27272
DELJUL26-03943,Rohini,Economy,Deluxe,2026-07-06,2026-07-07,1,3,2508,Completed,Booking.com,Family,0.517,7525
DELJUL26-03944,Rohini,Budget,Deluxe,2026-07-25,2026-07-26,1,1,2168,Confirmed,Agoda,Business,0.622,2168
DELJUL26-03945,Connaught Place,Economy,Deluxe,2026-07-21,2026-07-26,5,2,4064,Confirmed,Goibibo,Group,0.783,40643
DELJUL26-03946,Greater Kailash,Budget,Suite,2026-07-14,2026-07-16,2,1,2734,Confirmed,Goibibo,Group,0.689,5468
DELJUL26-03947,Aerocity,Upscale,Deluxe,2026-07-13,2026-07-15,2,3,14819,Completed,Booking.com,Group,0.886,88914
DELJUL26-03948,Paharganj,Economy,Standard,2026-07-03,2026-07-04,1,3,1739,Completed,Walk-in,Business,0.69,5218
DELJUL26-03949,Rohini,Midscale,Standard,2026-07-21,2026-07-26,5,3,2933,Confirmed,Agoda,Business,0.903,44001
DELJUL26-03950,Connaught Place,Midscale,Premium,2026-07-08,2026-07-13,5,2,8825,Completed,Agoda,Family,0.439,88250
DELJUL26-03951,Paharganj,Upscale,Standard,2026-07-10,2026-07-12,2,1,3280,Cancelled,Agoda,Group,0.832,0
DELJUL26-03952,Karol Bagh,Luxury,Deluxe,2026-07-27,2026-07-31,4,2,6406,Completed,MakeMyTrip,Family,0.478,51246
DELJUL26-03953,Greater Kailash,Economy,Premium,2026-07-20,2026-07-23,3,2,4412,Confirmed,Goibibo,Business,0.379,26474
DELJUL26-03954,Saket,Budget,Deluxe,2026-07-22,2026-07-23,1,1,2658,Confirmed,Booking.com,Couple,0.417,2658
DELJUL26-03955,Dwarka,Midscale,Standard,2026-07-09,2026-07-13,4,2,3694,Confirmed,Agoda,Leisure,0.698,29551
DELJUL26-03956,Rohini,Budget,Deluxe,2026-07-16,2026-07-17,1,1,2016,Confirmed,Direct,Group,0.525,2016
DELJUL26-03957,Dwarka,Budget,Standard,2026-07-01,2026-07-06,5,2,2164,Completed,Goibibo,Couple,0.436,21639
DELJUL26-03958,Greater Kailash,Budget,Premium,2026-07-08,2026-07-09,1,1,4685,Cancelled,Booking.com,Family,0.727,0
DELJUL26-03959,Aerocity,Upscale,Deluxe,2026-07-25,2026-07-27,2,3,15157,Confirmed,Goibibo,Leisure,0.643,90940
DELJUL26-03960,Karol Bagh,Budget,Deluxe,2026-07-15,2026-07-17,2,3,2196,Completed,Booking.com,Business,0.578,13174
DELJUL26-03961,Rohini,Economy,Standard,2026-07-20,2026-07-22,2,2,1594,Cancelled,Walk-in,Family,0.671,0
DELJUL26-03962,Lajpat Nagar,Economy,Standard,2026-07-25,2026-07-28,3,1,3958,Cancelled,Direct,Group,0.867,0
DELJUL26-03963,South Delhi,Midscale,Standard,2026-07-30,2026-08-03,4,3,7091,Confirmed,Agoda,Family,0.785,85088
DELJUL26-03964,Paharganj,Economy,Deluxe,2026-07-03,2026-07-05,2,3,1423,Completed,Agoda,Group,0.647,8539
DELJUL26-03965,Connaught Place,Upscale,Deluxe,2026-07-19,2026-07-22,3,2,10343,Completed,Walk-in,Family,0.844,62059
DELJUL26-03966,Lajpat Nagar,Midscale,Premium,2026-07-31,2026-08-05,5,3,5462,Completed,Booking.com,Couple,0.868,81923
DELJUL26-03967,Greater Kailash,Economy,Standard,2026-07-07,2026-07-10,3,3,4165,Completed,Agoda,Leisure,0.576,37485
DELJUL26-03968,Karol Bagh,Economy,Standard,2026-07-27,2026-07-31,4,3,3662,Cancelled,Direct,Couple,0.44,0
DELJUL26-03969,Dwarka,Upscale,Deluxe,2026-07-18,2026-07-20,2,1,6546,Confirmed,Agoda,Business,0.419,13091
DELJUL26-03970,South Delhi,Upscale,Deluxe,2026-07-10,2026-07-11,1,3,11036,Completed,MakeMyTrip,Family,0.733,33109
DELJUL26-03971,Saket,Economy,Deluxe,2026-07-25,2026-07-27,2,3,3980,Confirmed,Agoda,Business,0.912,23879
DELJUL26-03972,Rohini,Economy,Standard,2026-07-27,2026-07-28,1,3,2551,Completed,Agoda,Family,0.373,7653
DELJUL26-03973,Connaught Place,Budget,Standard,2026-07-05,2026-07-10,5,1,5505,Confirmed,MakeMyTrip,Couple,0.648,27523
DELJUL26-03974,Karol Bagh,Budget,Deluxe,2026-07-22,2026-07-23,1,2,2366,Confirmed,MakeMyTrip,Business,0.467,4731
DELJUL26-03975,Aerocity,Budget,Premium,2026-07-30,2026-08-04,5,3,4246,Cancelled,Agoda,Leisure,0.669,0
DELJUL26-03976,South Delhi,Budget,Premium,2026-07-21,2026-07-22,1,3,2536,Cancelled,Walk-in,Couple,0.864,0
DELJUL26-03977,South Delhi,Budget,Deluxe,2026-07-17,2026-07-18,1,1,5041,Completed,MakeMyTrip,Family,0.822,5041
DELJUL26-03978,Rohini,Upscale,Deluxe,2026-07-05,2026-07-08,3,2,3665,Completed,Walk-in,Group,0.933,21988
DELJUL26-03979,Dwarka,Upscale,Deluxe,2026-07-14,2026-07-15,1,2,4257,Completed,MakeMyTrip,Couple,0.641,8514
DELJUL26-03980,Connaught Place,Upscale,Deluxe,2026-07-29,2026-07-30,1,1,8755,Completed,Walk-in,Business,0.748,8755
DELJUL26-03981,Saket,Midscale,Standard,2026-07-25,2026-07-29,4,1,7967,Confirmed,Goibibo,Leisure,0.889,31866
DELJUL26-03982,Aerocity,Midscale,Standard,2026-07-14,2026-07-15,1,2,10743,Cancelled,Agoda,Family,0.769,0
DELJUL26-03983,South Delhi,Budget,Premium,2026-07-10,2026-07-13,3,2,4923,Completed,Agoda,Couple,0.929,29539
DELJUL26-03984,South Delhi,Midscale,Premium,2026-07-25,2026-07-26,1,1,7362,Confirmed,Agoda,Couple,0.497,7362
DELJUL26-03985,Lajpat Nagar,Economy,Deluxe,2026-07-30,2026-07-31,1,2,4640,Confirmed,Walk-in,Business,0.431,9280
DELJUL26-03986,Paharganj,Midscale,Standard,2026-07-10,2026-07-14,4,2,4031,Confirmed,MakeMyTrip,Business,0.439,32251
DELJUL26-03987,Paharganj,Luxury,Premium,2026-07-26,2026-07-28,2,3,4475,Completed,Agoda,Leisure,0.861,26852
DELJUL26-03988,Aerocity,Upscale,Standard,2026-07-10,2026-07-11,1,3,16935,Completed,Agoda,Couple,0.382,50805
DELJUL26-03989,Saket,Budget,Standard,2026-07-26,2026-07-30,4,1,1983,Confirmed,Goibibo,Business,0.836,7933
DELJUL26-03990,Saket,Midscale,Deluxe,2026-07-30,2026-08-04,5,3,8140,Confirmed,Booking.com,Couple,0.628,122095
DELJUL26-03991,Greater Kailash,Budget,Deluxe,2026-07-21,2026-07-24,3,2,2883,Confirmed,MakeMyTrip,Family,0.765,17299
DELJUL26-03992,Greater Kailash,Budget,Standard,2026-07-16,2026-07-18,2,1,3479,Cancelled,Booking.com,Leisure,0.797,0
DELJUL26-03993,Connaught Place,Budget,Deluxe,2026-07-10,2026-07-15,5,2,5592,Confirmed,Direct,Couple,0.605,55919
DELJUL26-03994,Karol Bagh,Budget,Deluxe,2026-07-02,2026-07-04,2,1,1530,Completed,Walk-in,Business,0.438,3060
DELJUL26-03995,Dwarka,Midscale,Standard,2026-07-02,2026-07-06,4,1,4188,Completed,Agoda,Group,0.72,16752
DELJUL26-03996,Paharganj,Economy,Standard,2026-07-26,2026-07-29,3,2,1131,Completed,Goibibo,Leisure,0.924,6784
DELJUL26-03997,Aerocity,Budget,Deluxe,2026-07-21,2026-07-25,4,1,5661,Completed,MakeMyTrip,Business,0.365,22643
DELJUL26-03998,Lajpat Nagar,Luxury,Premium,2026-07-08,2026-07-11,3,1,8522,Completed,Direct,Leisure,0.486,25566
DELJUL26-03999,Greater Kailash,Midscale,Premium,2026-07-18,2026-07-21,3,1,6726,Completed,MakeMyTrip,Couple,0.875,20178
DELJUL26-04000,Dwarka,Economy,Standard,2026-07-28,2026-07-31,3,2,2750,Completed,Booking.com,Family,0.392,16497
DELJUL26-04001,Paharganj,Midscale,Deluxe,2026-07-21,2026-07-23,2,1,3983,Completed,Goibibo,Family,0.356,7965
DELJUL26-04002,Lajpat Nagar,Midscale,Premium,2026-07-29,2026-08-01,3,3,3139,Completed,MakeMyTrip,Couple,0.877,28247
DELJUL26-04003,Aerocity,Economy,Standard,2026-07-04,2026-07-05,1,1,6987,Confirmed,Walk-in,Group,0.811,6987
DELJUL26-04004,Saket,Midscale,Deluxe,2026-07-03,2026-07-05,2,2,8430,Confirmed,Walk-in,Business,0.502,33719
DELJUL26-04005,Lajpat Nagar,Upscale,Standard,2026-07-21,2026-07-22,1,1,6400,Completed,Goibibo,Family,0.93,6400
DELJUL26-04006,Rohini,Economy,Deluxe,2026-07-19,2026-07-21,2,2,1542,Completed,Walk-in,Couple,0.777,6169
DELJUL26-04007,Karol Bagh,Economy,Standard,2026-07-22,2026-07-24,2,1,3393,Completed,Booking.com,Group,0.421,6786
DELJUL26-04008,South Delhi,Budget,Standard,2026-07-31,2026-08-01,1,2,2140,Confirmed,Direct,Leisure,0.626,4279
DELJUL26-04009,Connaught Place,Upscale,Standard,2026-07-04,2026-07-06,2,2,11406,Completed,Goibibo,Family,0.869,45624
DELJUL26-04010,Connaught Place,Economy,Standard,2026-07-29,2026-08-02,4,1,5467,Completed,Direct,Group,0.751,21867
DELJUL26-04011,Paharganj,Economy,Standard,2026-07-02,2026-07-07,5,1,2332,Completed,Walk-in,Business,0.701,11659
DELJUL26-04012,Lajpat Nagar,Luxury,Standard,2026-07-17,2026-07-21,4,2,5301,Cancelled,Direct,Business,0.6,0
DELJUL26-04013,South Delhi,Midscale,Deluxe,2026-07-26,2026-07-30,4,2,4717,Confirmed,Walk-in,Family,0.499,37739
DELJUL26-04014,Saket,Budget,Standard,2026-07-22,2026-07-26,4,2,4311,Confirmed,Agoda,Couple,0.718,34491
DELJUL26-04015,Karol Bagh,Economy,Standard,2026-07-07,2026-07-12,5,1,1741,Completed,Booking.com,Couple,0.442,8703
DELJUL26-04016,Connaught Place,Economy,Standard,2026-07-19,2026-07-24,5,1,5854,Confirmed,Goibibo,Leisure,0.836,29268
DELJUL26-04017,Karol Bagh,Luxury,Suite,2026-07-28,2026-07-29,1,1,8713,Completed,Goibibo,Business,0.476,8713
DELJUL26-04018,Connaught Place,Economy,Standard,2026-07-07,2026-07-10,3,2,6625,Confirmed,Agoda,Group,0.422,39748
DELJUL26-04019,Connaught Place,Budget,Deluxe,2026-07-30,2026-08-04,5,1,3213,Completed,MakeMyTrip,Couple,0.393,16063
DELJUL26-04020,South Delhi,Midscale,Standard,2026-07-21,2026-07-26,5,2,5951,Confirmed,Goibibo,Family,0.839,59506
DELJUL26-04021,Connaught Place,Economy,Standard,2026-07-03,2026-07-06,3,1,8954,Completed,MakeMyTrip,Family,0.631,26861
DELJUL26-04022,Aerocity,Budget,Premium,2026-07-11,2026-07-14,3,1,4790,Completed,Direct,Group,0.589,14370
DELJUL26-04023,Dwarka,Upscale,Deluxe,2026-07-27,2026-07-28,1,3,3447,Completed,Agoda,Group,0.663,10341
DELJUL26-04024,Karol Bagh,Budget,Deluxe,2026-07-11,2026-07-14,3,2,1344,Completed,Booking.com,Family,0.702,8067
DELJUL26-04025,Saket,Upscale,Standard,2026-07-30,2026-08-02,3,2,6999,Confirmed,Booking.com,Business,0.878,41992
DELJUL26-04026,Connaught Place,Upscale,Standard,2026-07-14,2026-07-18,4,1,14897,Confirmed,Booking.com,Group,0.556,59586
DELJUL26-04027,Karol Bagh,Budget,Standard,2026-07-11,2026-07-14,3,1,1524,Confirmed,Goibibo,Business,0.462,4572
DELJUL26-04028,Saket,Midscale,Standard,2026-07-27,2026-07-29,2,3,3185,Completed,Agoda,Family,0.871,19109
DELJUL26-04029,South Delhi,Upscale,Premium,2026-07-25,2026-07-30,5,3,8034,Completed,Agoda,Group,0.638,120512
DELJUL26-04030,Saket,Midscale,Standard,2026-07-08,2026-07-10,2,1,3374,Confirmed,Goibibo,Leisure,0.698,6748
DELJUL26-04031,Dwarka,Midscale,Standard,2026-07-25,2026-07-27,2,3,3089,Completed,MakeMyTrip,Couple,0.445,18534
DELJUL26-04032,Dwarka,Budget,Standard,2026-07-08,2026-07-11,3,3,2553,Confirmed,Walk-in,Couple,0.867,22978
DELJUL26-04033,Karol Bagh,Budget,Standard,2026-07-28,2026-07-30,2,3,2508,Confirmed,MakeMyTrip,Business,0.913,15046
DELJUL26-04034,Karol Bagh,Midscale,Standard,2026-07-01,2026-07-02,1,2,2622,Confirmed,Direct,Leisure,0.619,5244
DELJUL26-04035,Saket,Budget,Standard,2026-07-21,2026-07-25,4,3,2962,Completed,Agoda,Group,0.362,35546
DELJUL26-04036,Aerocity,Budget,Suite,2026-07-05,2026-07-07,2,1,3972,Confirmed,Walk-in,Couple,0.366,7944
DELJUL26-04037,South Delhi,Economy,Deluxe,2026-07-21,2026-07-26,5,2,3412,Completed,Booking.com,Group,0.531,34120
DELJUL26-04038,South Delhi,Budget,Standard,2026-07-31,2026-08-04,4,1,4431,Completed,Booking.com,Business,0.645,17724
DELJUL26-04039,Paharganj,Upscale,Standard,2026-07-21,2026-07-24,3,3,3552,Completed,MakeMyTrip,Group,0.61,31966
DELJUL26-04040,Paharganj,Upscale,Deluxe,2026-07-14,2026-07-17,3,3,3853,Confirmed,MakeMyTrip,Couple,0.691,34679
DELJUL26-04041,Paharganj,Upscale,Standard,2026-07-26,2026-07-31,5,1,5510,Completed,Booking.com,Business,0.504,27548
DELJUL26-04042,South Delhi,Budget,Premium,2026-07-07,2026-07-08,1,2,2946,Completed,Direct,Family,0.476,5892
DELJUL26-04043,Greater Kailash,Economy,Deluxe,2026-07-17,2026-07-19,2,2,6156,Cancelled,Booking.com,Business,0.934,0
DELJUL26-04044,Connaught Place,Upscale,Standard,2026-07-30,2026-07-31,1,3,11874,Confirmed,Booking.com,Family,0.518,35623
DELJUL26-04045,Saket,Economy,Deluxe,2026-07-12,2026-07-13,1,2,4057,Confirmed,Booking.com,Leisure,0.918,8113
DELJUL26-04046,Aerocity,Midscale,Standard,2026-07-01,2026-07-06,5,3,12063,Confirmed,Booking.com,Couple,0.693,180947
DELJUL26-04047,Saket,Midscale,Standard,2026-07-14,2026-07-15,1,2,3464,Confirmed,Walk-in,Family,0.392,6929
DELJUL26-04048,Karol Bagh,Economy,Deluxe,2026-07-16,2026-07-21,5,1,2810,Completed,Booking.com,Couple,0.707,14051
DELJUL26-04049,Paharganj,Economy,Standard,2026-07-26,2026-07-30,4,3,2189,Confirmed,Agoda,Couple,0.941,26272
DELJUL26-04050,Saket,Midscale,Standard,2026-07-25,2026-07-29,4,2,4868,Completed,Goibibo,Couple,0.854,38943
DELJUL26-04051,Paharganj,Budget,Premium,2026-07-11,2026-07-15,4,1,1769,Confirmed,MakeMyTrip,Couple,0.532,7074
DELJUL26-04052,Paharganj,Upscale,Premium,2026-07-24,2026-07-25,1,2,2979,Completed,Agoda,Couple,0.407,5958
DELJUL26-04053,Greater Kailash,Midscale,Standard,2026-07-05,2026-07-06,1,1,8839,Completed,Direct,Family,0.626,8839
DELJUL26-04054,Lajpat Nagar,Budget,Premium,2026-07-06,2026-07-08,2,3,1716,Confirmed,Agoda,Family,0.409,10299
DELJUL26-04055,Aerocity,Midscale,Standard,2026-07-19,2026-07-23,4,3,8778,Confirmed,MakeMyTrip,Couple,0.529,105331
DELJUL26-04056,Paharganj,Economy,Premium,2026-07-22,2026-07-24,2,2,1602,Cancelled,Agoda,Group,0.901,0
DELJUL26-04057,Lajpat Nagar,Budget,Standard,2026-07-26,2026-07-27,1,3,2543,Cancelled,Walk-in,Family,0.742,0
DELJUL26-04058,Dwarka,Luxury,Deluxe,2026-07-20,2026-07-24,4,3,5318,Completed,Agoda,Business,0.82,63811
DELJUL26-04059,Karol Bagh,Midscale,Deluxe,2026-07-04,2026-07-08,4,3,4313,Completed,Direct,Business,0.674,51756
DELJUL26-04060,Dwarka,Midscale,Standard,2026-07-21,2026-07-24,3,2,2468,Completed,Walk-in,Leisure,0.451,14810
DELJUL26-04061,Connaught Place,Upscale,Premium,2026-07-14,2026-07-17,3,3,10814,Completed,Agoda,Couple,0.44,97323
DELJUL26-04062,Aerocity,Midscale,Standard,2026-07-09,2026-07-13,4,3,8727,Confirmed,Direct,Couple,0.809,104729
DELJUL26-04063,South Delhi,Economy,Premium,2026-07-11,2026-07-15,4,2,3033,Confirmed,Booking.com,Business,0.608,24267
DELJUL26-04064,Dwarka,Budget,Standard,2026-07-26,2026-07-28,2,1,2775,Confirmed,Walk-in,Family,0.65,5551
DELJUL26-04065,Greater Kailash,Budget,Standard,2026-07-06,2026-07-07,1,2,3892,Completed,Walk-in,Business,0.457,7785
DELJUL26-04066,Paharganj,Economy,Standard,2026-07-18,2026-07-23,5,2,2464,Confirmed,MakeMyTrip,Group,0.567,24643
DELJUL26-04067,Lajpat Nagar,Economy,Standard,2026-07-03,2026-07-04,1,2,2845,Confirmed,Walk-in,Group,0.429,5690
DELJUL26-04068,Saket,Midscale,Deluxe,2026-07-23,2026-07-26,3,1,6034,Completed,MakeMyTrip,Group,0.473,18103
DELJUL26-04069,Greater Kailash,Economy,Deluxe,2026-07-05,2026-07-10,5,3,5952,Confirmed,Walk-in,Group,0.883,89286
DELJUL26-04070,Connaught Place,Midscale,Premium,2026-07-30,2026-08-02,3,3,8957,Confirmed,Goibibo,Group,0.78,80609
DELJUL26-04071,Aerocity,Upscale,Deluxe,2026-07-28,2026-08-02,5,2,15740,Confirmed,Goibibo,Family,0.861,157397
DELJUL26-04072,Greater Kailash,Luxury,Deluxe,2026-07-27,2026-07-30,3,1,14209,Confirmed,Direct,Family,0.875,42628
DELJUL26-04073,Lajpat Nagar,Economy,Standard,2026-07-11,2026-07-15,4,1,3530,Confirmed,Walk-in,Business,0.704,14121
DELJUL26-04074,Rohini,Upscale,Deluxe,2026-07-25,2026-07-28,3,3,3787,Confirmed,Booking.com,Couple,0.533,34083
DELJUL26-04075,Paharganj,Upscale,Premium,2026-07-05,2026-07-07,2,1,3867,Confirmed,Booking.com,Business,0.646,7735
DELJUL26-04076,Aerocity,Budget,Standard,2026-07-09,2026-07-14,5,1,5597,Completed,MakeMyTrip,Business,0.361,27983
DELJUL26-04077,Rohini,Economy,Standard,2026-07-05,2026-07-08,3,1,1802,Confirmed,Agoda,Group,0.84,5406
DELJUL26-04078,South Delhi,Budget,Standard,2026-07-02,2026-07-05,3,1,3930,Completed,Agoda,Leisure,0.832,11790
DELJUL26-04079,Karol Bagh,Midscale,Standard,2026-07-12,2026-07-16,4,2,4850,Completed,Goibibo,Leisure,0.655,38803
DELJUL26-04080,Greater Kailash,Midscale,Deluxe,2026-07-18,2026-07-23,5,1,7585,Completed,Walk-in,Couple,0.577,37925
DELJUL26-04081,Rohini,Economy,Standard,2026-07-27,2026-08-01,5,1,2931,Completed,Agoda,Couple,0.454,14655
DELJUL26-04082,Karol Bagh,Upscale,Premium,2026-07-02,2026-07-04,2,3,5820,Cancelled,Direct,Couple,0.395,0
DELJUL26-04083,Greater Kailash,Economy,Standard,2026-07-13,2026-07-15,2,3,4962,Confirmed,Agoda,Family,0.545,29771
DELJUL26-04084,Greater Kailash,Economy,Standard,2026-07-23,2026-07-25,2,1,4009,Confirmed,Booking.com,Leisure,0.912,8018
DELJUL26-04085,Dwarka,Upscale,Standard,2026-07-07,2026-07-09,2,2,5619,Confirmed,Goibibo,Business,0.391,22475
DELJUL26-04086,South Delhi,Luxury,Standard,2026-07-23,2026-07-25,2,3,9304,Completed,Goibibo,Group,0.919,55827
DELJUL26-04087,Karol Bagh,Upscale,Deluxe,2026-07-18,2026-07-21,3,3,3185,Completed,MakeMyTrip,Couple,0.667,28661
DELJUL26-04088,Rohini,Budget,Premium,2026-07-18,2026-07-19,1,3,2483,Confirmed,MakeMyTrip,Group,0.615,7449
DELJUL26-04089,Rohini,Budget,Standard,2026-07-04,2026-07-07,3,2,2217,Confirmed,Booking.com,Leisure,0.424,13300
DELJUL26-04090,Rohini,Budget,Standard,2026-07-06,2026-07-11,5,3,1614,Completed,Booking.com,Business,0.393,24212
DELJUL26-04091,Greater Kailash,Economy,Deluxe,2026-07-28,2026-07-31,3,3,4409,Cancelled,Walk-in,Couple,0.677,0
DELJUL26-04092,Aerocity,Budget,Deluxe,2026-07-28,2026-07-29,1,3,6520,Confirmed,MakeMyTrip,Leisure,0.709,19559
DELJUL26-04093,Paharganj,Upscale,Deluxe,2026-07-15,2026-07-17,2,1,3236,Completed,MakeMyTrip,Family,0.61,6473
DELJUL26-04094,Saket,Midscale,Standard,2026-07-19,2026-07-21,2,2,6895,Completed,Agoda,Group,0.522,27580
DELJUL26-04095,Rohini,Economy,Deluxe,2026-07-17,2026-07-20,3,1,3010,Confirmed,Booking.com,Leisure,0.358,9031
DELJUL26-04096,Dwarka,Economy,Standard,2026-07-16,2026-07-18,2,2,2343,Confirmed,Booking.com,Leisure,0.51,9371
DELJUL26-04097,Dwarka,Economy,Standard,2026-07-23,2026-07-25,2,2,2087,Completed,Booking.com,Couple,0.779,8349
DELJUL26-04098,Connaught Place,Economy,Premium,2026-07-18,2026-07-22,4,1,4226,Confirmed,Direct,Business,0.714,16906
DELJUL26-04099,Greater Kailash,Midscale,Standard,2026-07-04,2026-07-05,1,2,4929,Completed,MakeMyTrip,Leisure,0.445,9859
DELJUL26-04100,Paharganj,Budget,Standard,2026-07-03,2026-07-08,5,2,1440,Completed,Direct,Family,0.826,14402
DELJUL26-04101,Aerocity,Upscale,Standard,2026-07-27,2026-07-29,2,1,9106,Completed,MakeMyTrip,Couple,0.439,18212
DELJUL26-04102,Rohini,Budget,Standard,2026-07-23,2026-07-28,5,3,1040,Completed,Goibibo,Group,0.827,15594
DELJUL26-04103,Connaught Place,Economy,Premium,2026-07-07,2026-07-08,1,3,4175,Completed,Booking.com,Leisure,0.658,12526
DELJUL26-04104,Aerocity,Luxury,Standard,2026-07-02,2026-07-04,2,1,14068,Confirmed,Booking.com,Couple,0.78,28136
DELJUL26-04105,Aerocity,Budget,Standard,2026-07-07,2026-07-09,2,1,6502,Confirmed,Goibibo,Couple,0.4,13004
DELJUL26-04106,Saket,Budget,Premium,2026-07-18,2026-07-21,3,1,1955,Completed,Goibibo,Couple,0.795,5866
DELJUL26-04107,Connaught Place,Midscale,Standard,2026-07-19,2026-07-20,1,2,11527,Confirmed,Agoda,Business,0.783,23055
DELJUL26-04108,Lajpat Nagar,Economy,Standard,2026-07-06,2026-07-08,2,2,2215,Completed,Walk-in,Group,0.455,8861
DELJUL26-04109,Dwarka,Budget,Standard,2026-07-06,2026-07-11,5,1,1192,Cancelled,Booking.com,Leisure,0.433,0
DELJUL26-04110,Paharganj,Budget,Standard,2026-07-07,2026-07-12,5,3,987,Confirmed,Booking.com,Couple,0.799,14810
DELJUL26-04111,Aerocity,Budget,Standard,2026-07-14,2026-07-17,3,1,5963,Confirmed,Goibibo,Leisure,0.6,17890
DELJUL26-04112,Saket,Midscale,Deluxe,2026-07-08,2026-07-09,1,1,4558,Completed,Booking.com,Couple,0.739,4558
